Run,Assay Type,BioProject,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Alias,ENA_CHECKLIST,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,sample_name,SRA_accession,title,AvgSpotLen,Bases,Bytes,INSDC_center_alias,AssemblyName,sex,Description,dangling_references (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE
ERR1883363,Targeted-Capture,PRJEB20000,SAMEA103910514,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1943864,Illumina HiSeq 2500,Capture_E2_NK_L5_E2c_TGTCTG_U,SINGLE,other,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910514,ERP022101,BER05_E,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599682,ERS1599682,BEREL,81,2121745104,965498265,CENTRE FOR GEOGENETICS,,,,,,
ERR1883364,Targeted-Capture,PRJEB20000,SAMEA103910516,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1943865,Illumina HiSeq 2500,Capture_E2_NK_L5_G2c_CACGAA_U,SINGLE,other,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910516,ERP022101,BER07_G,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599684,ERS1599684,BEREL,81,2058136614,954256053,CENTRE FOR GEOGENETICS,,,,,,
ERR1883365,Targeted-Capture,PRJEB20000,SAMEA103910517,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1943866,Illumina HiSeq 2500,Capture_E2_NK_L5_H2c_ATCACG_U,SINGLE,other,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910517,ERP022101,BER08_H,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599685,ERS1599685,BEREL,81,1019128716,454608399,CENTRE FOR GEOGENETICS,,,,,,
ERR1883366,Targeted-Capture,PRJEB20000,SAMEA103910523,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1943867,Illumina HiSeq 2500,Capture_E2_NK_L5_I-K3-ARZ2_c_CAGATC_U,SINGLE,other,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910523,ERP022101,I-K3_Arz2,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599691,ERS1599691,BEREL,81,1494984438,687210865,CENTRE FOR GEOGENETICS,,,,,,
ERR1883367,Targeted-Capture,PRJEB20000,SAMEA103910520,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1943868,Illumina HiSeq 2500,Capture_E2_NK_L5_L2c_TGACCA_U,SINGLE,other,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910520,ERP022101,BER11_L,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599688,ERS1599688,BEREL,81,1406607444,632732695,CENTRE FOR GEOGENETICS,,,,,,
ERR1883368,Targeted-Capture,PRJEB20000,SAMEA103910513,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1943869,Illumina HiSeq 2500,Capture_E2_NK_L6_D2d_ATCACG_U,SINGLE,other,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910513,ERP022101,BER04_D,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:17Z,public,ERS1599681,ERS1599681,BEREL,81,2324841345,1070714683,CENTRE FOR GEOGENETICS,,,,,,
ERR1883369,Targeted-Capture,PRJEB20000,SAMEA103910514,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1943870,Illumina HiSeq 2500,Capture_E2_NK_L6_E2d_CGATGT_U,SINGLE,other,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910514,ERP022101,BER05_E,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599682,ERS1599682,BEREL,81,2042006760,931691692,CENTRE FOR GEOGENETICS,,,,,,
ERR1883370,Targeted-Capture,PRJEB20000,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1943871,Illumina HiSeq 2500,Capture_E2_NK_L6_F2c_CTCTAG_U,SINGLE,other,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910515,ERP022101,BER06_F,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599683,ERS1599683,BEREL,81,2094941151,957896548,CENTRE FOR GEOGENETICS,,,,,,
ERR1883371,Targeted-Capture,PRJEB20000,SAMEA103910516,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1943872,Illumina HiSeq 2500,Capture_E2_NK_L6_G2d_TGACCA_U,SINGLE,other,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910516,ERP022101,BER07_G,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599684,ERS1599684,BEREL,81,1785882249,831082319,CENTRE FOR GEOGENETICS,,,,,,
ERR1883372,Targeted-Capture,PRJEB20000,SAMEA103910517,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1943873,Illumina HiSeq 2500,Capture_E2_NK_L6_H2d_ACAGTG_U,SINGLE,other,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910517,ERP022101,BER08_H,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599685,ERS1599685,BEREL,81,905861556,404059356,CENTRE FOR GEOGENETICS,,,,,,
ERR1883373,Targeted-Capture,PRJEB20000,SAMEA103910523,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1943874,Illumina HiSeq 2500,Capture_E2_NK_L6_I-K3-ARZ2_d_GGCTAC_U,SINGLE,other,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910523,ERP022101,I-K3_Arz2,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599691,ERS1599691,BEREL,81,1217513187,563429622,CENTRE FOR GEOGENETICS,,,,,,
ERR1883374,Targeted-Capture,PRJEB20000,SAMEA103910520,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1943875,Illumina HiSeq 2500,Capture_E2_NK_L6_L2d_ACTTGA_U,SINGLE,other,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910520,ERP022101,BER11_L,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599688,ERS1599688,BEREL,81,1584690642,710506888,CENTRE FOR GEOGENETICS,,,,,,
ERR1883375,Targeted-Capture,PRJEB20000,SAMEA103910522,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1943876,Illumina HiSeq 2500,Capture_E2_NK_L7_CAP_ARZ1_2c_GCCAAT_U,SINGLE,other,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910522,ERP022101,I-K2_Arz1,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599690,ERS1599690,BEREL,81,578167146,266888061,CENTRE FOR GEOGENETICS,,,,,,
ERR1883376,Targeted-Capture,PRJEB20000,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1943877,Illumina HiSeq 2500,Capture_E2_NK_L7_F2d_TTAGGC_U,SINGLE,other,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910515,ERP022101,BER06_F,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599683,ERS1599683,BEREL,81,1936613367,889327512,CENTRE FOR GEOGENETICS,,,,,,
ERR1883378,Targeted-Capture,PRJEB20000,SAMEA103910519,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1943879,Illumina HiSeq 2500,Capture_E2_NK_L7_K2c_TTAGGC_U,SINGLE,other,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910519,ERP022101,BER10_K,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599687,ERS1599687,BEREL,81,310102830,140897427,CENTRE FOR GEOGENETICS,,,,,,
ERR1883379,Targeted-Capture,PRJEB20000,SAMEA103910521,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1943880,Illumina HiSeq 2500,Capture_E2_NK_L7_M2c_ACAGTG_U,SINGLE,other,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910521,ERP022101,BER12_M,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599689,ERS1599689,BEREL,81,1488179628,687976927,CENTRE FOR GEOGENETICS,,,,,,
ERR1883380,Targeted-Capture,PRJEB20000,SAMEA103910522,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1943881,Illumina HiSeq 2500,Capture_E2_NK_L8_CAP_ARZ1_2d_TAGCTT_U,SINGLE,other,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910522,ERP022101,I-K2_Arz1,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599690,ERS1599690,BEREL,81,612988722,282840992,CENTRE FOR GEOGENETICS,,,,,,
ERR1883381,Targeted-Capture,PRJEB20000,SAMEA103910518,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1943882,Illumina HiSeq 2500,Capture_E2_NK_L8_I2d_GCCAAT_U,SINGLE,other,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910518,ERP022101,BER09_I,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599686,ERS1599686,BEREL,81,1991808954,882771193,CENTRE FOR GEOGENETICS,,,,,,
ERR1883382,Targeted-Capture,PRJEB20000,SAMEA103910519,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1943883,Illumina HiSeq 2500,Capture_E2_NK_L8_K2d_CAGATC_U,SINGLE,other,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910519,ERP022101,BER10_K,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599687,ERS1599687,BEREL,81,296770311,133899875,CENTRE FOR GEOGENETICS,,,,,,
ERR1883383,Targeted-Capture,PRJEB20000,SAMEA103910521,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1943884,Illumina HiSeq 2500,Capture_E2_NK_L8_M2d_GATCAG_U,SINGLE,other,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910521,ERP022101,BER12_M,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599689,ERS1599689,BEREL,81,1670240817,771116027,CENTRE FOR GEOGENETICS,,,,,,
ERR1892160,Targeted-Capture,PRJEB20000,SAMEA103910513,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2017-04-28,2018-11-16,ERX1952658,Illumina HiSeq 2500,unspecified,SINGLE,other,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910513,ERP022101,BER04_D,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:17Z,public,ERS1599681,ERS1599681,BEREL,,,,CENTRE FOR GEOGENETICS,,,,,,
ERR1892161,Targeted-Capture,PRJEB20000,SAMEA103910514,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2017-04-28,2018-11-16,ERX1952659,Illumina HiSeq 2500,unspecified,SINGLE,other,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910514,ERP022101,BER05_E,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599682,ERS1599682,BEREL,,,,CENTRE FOR GEOGENETICS,,,,,,
ERR1892162,Targeted-Capture,PRJEB20000,SAMEA103910516,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2017-04-28,2018-11-16,ERX1952660,Illumina HiSeq 2500,unspecified,SINGLE,other,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910516,ERP022101,BER07_G,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599684,ERS1599684,BEREL,,,,CENTRE FOR GEOGENETICS,,,,,,
ERR1892163,Targeted-Capture,PRJEB20000,SAMEA103910517,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2017-04-28,2018-11-16,ERX1952661,Illumina HiSeq 2500,unspecified,SINGLE,other,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910517,ERP022101,BER08_H,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599685,ERS1599685,BEREL,,,,CENTRE FOR GEOGENETICS,,,,,,
ERR1892164,Targeted-Capture,PRJEB20000,SAMEA103910523,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2017-04-28,2018-11-16,ERX1952662,Illumina HiSeq 2500,unspecified,SINGLE,other,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910523,ERP022101,I-K3_Arz2,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599691,ERS1599691,BEREL,,,,CENTRE FOR GEOGENETICS,,,,,,
ERR1892165,Targeted-Capture,PRJEB20000,SAMEA103910520,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2017-04-28,2018-11-16,ERX1952663,Illumina HiSeq 2500,unspecified,SINGLE,other,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910520,ERP022101,BER11_L,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599688,ERS1599688,BEREL,,,,CENTRE FOR GEOGENETICS,,,,,,
ERR1892166,Targeted-Capture,PRJEB20000,SAMEA103910515,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2017-04-28,2018-11-16,ERX1952664,Illumina HiSeq 2500,unspecified,SINGLE,other,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910515,ERP022101,BER06_F,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599683,ERS1599683,BEREL,,,,CENTRE FOR GEOGENETICS,,,,,,
ERR1892167,Targeted-Capture,PRJEB20000,SAMEA103910522,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2017-04-28,2018-11-16,ERX1952665,Illumina HiSeq 2500,unspecified,SINGLE,other,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910522,ERP022101,I-K2_Arz1,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599690,ERS1599690,BEREL,,,,CENTRE FOR GEOGENETICS,,,,,,
ERR1892168,Targeted-Capture,PRJEB20000,SAMEA103910518,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2017-04-28,2018-11-16,ERX1952666,Illumina HiSeq 2500,unspecified,SINGLE,other,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910518,ERP022101,BER09_I,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599686,ERS1599686,BEREL,,,,CENTRE FOR GEOGENETICS,,,,,,
ERR1892169,Targeted-Capture,PRJEB20000,SAMEA103910519,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2017-04-28,2018-11-16,ERX1952667,Illumina HiSeq 2500,unspecified,SINGLE,other,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910519,ERP022101,BER10_K,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599687,ERS1599687,BEREL,,,,CENTRE FOR GEOGENETICS,,,,,,
ERR1892170,Targeted-Capture,PRJEB20000,SAMEA103910521,CENTRE FOR GEOGENETICS,public,bam,ena,ena,2017-04-28,2018-11-16,ERX1952668,Illumina HiSeq 2500,unspecified,SINGLE,other,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910521,ERP022101,BER12_M,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599689,ERS1599689,BEREL,,,,CENTRE FOR GEOGENETICS,,,,,,
ERR1883377,Targeted-Capture,PRJEB20000,SAMEA103910518,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2017-04-28,2018-11-16,ERX1943878,Illumina HiSeq 2500,Capture_E2_NK_L7_I2c_CGATGT_U,SINGLE,other,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,SAMEA103910518,ERP022101,BER09_I,ERC000011,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,ERS1599686,ERS1599686,BEREL,81,2048209902,910710031,CENTRE FOR GEOGENETICS,,,,,,
ERR1659873,WGS,PRJEB15516,SAMEA4465530,UNIVERSITY OF OSLO,public,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-29,2018-11-16,ERX1730191,Illumina HiSeq 2500,COD027_SD,PAIRED,RANDOM,GENOMIC,Gadus morhua,ILLUMINA,2016-10-01T00:00:00Z,SAMEA4465530,ERP017326,4COD027_SD,ERC000011,CEES,2016-09-29T17:01:48Z,2016-09-26T14:02:27Z,public,ERS1364709,ERS1364709,Combining bleach and mild pre-digestion improves ancient DNA recovery from bones,252,419240052,143558504,,,,COD027_SD,,,
ERR1659876,WGS,PRJEB15516,SAMEA4465533,UNIVERSITY OF OSLO,public,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-29,2018-11-16,ERX1730194,Illumina HiSeq 2500,COD028_BLESD,PAIRED,RANDOM,GENOMIC,Gadus morhua,ILLUMINA,2016-10-01T00:00:00Z,SAMEA4465533,ERP017326,7COD028_BLESD,ERC000011,CEES,2016-09-29T17:01:48Z,2016-09-26T14:02:27Z,public,ERS1364712,ERS1364712,Combining bleach and mild pre-digestion improves ancient DNA recovery from bones,252,1078134120,369143568,,,,COD028_BLESD,,,
ERR1659877,WGS,PRJEB15516,SAMEA4465534,UNIVERSITY OF OSLO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-29,2018-11-16,ERX1730195,Illumina HiSeq 2500,COD028_BLEDD,PAIRED,RANDOM,GENOMIC,Gadus morhua,ILLUMINA,2016-10-01T00:00:00Z,SAMEA4465534,ERP017326,8COD028_BLEDD,ERC000011,CEES,2016-09-29T17:01:48Z,2016-09-26T14:02:27Z,public,ERS1364713,ERS1364713,Combining bleach and mild pre-digestion improves ancient DNA recovery from bones,252,4469725008,1775948999,,,,COD028_BLEDD,,,
ERR1659878,WGS,PRJEB15516,SAMEA4465535,UNIVERSITY OF OSLO,public,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-29,2018-11-16,ERX1730196,Illumina HiSeq 2500,COD028_BLEDD,PAIRED,RANDOM,GENOMIC,Gadus morhua,ILLUMINA,2016-10-01T00:00:00Z,SAMEA4465535,ERP017326,9COD028_BLEDD,ERC000011,CEES,2016-09-29T17:01:48Z,2016-09-26T14:02:27Z,public,ERS1364714,ERS1364714,Combining bleach and mild pre-digestion improves ancient DNA recovery from bones,252,269099208,92854668,,,,COD028_BLEDD,,,
ERR1659879,WGS,PRJEB15516,SAMEA4465536,UNIVERSITY OF OSLO,public,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-29,2018-11-16,ERX1730197,Illumina HiSeq 2500,COD028_SD,PAIRED,RANDOM,GENOMIC,Gadus morhua,ILLUMINA,2016-10-01T00:00:00Z,SAMEA4465536,ERP017326,10COD028_SD,ERC000011,CEES,2016-09-29T17:01:48Z,2016-09-26T14:02:27Z,public,ERS1364715,ERS1364715,Combining bleach and mild pre-digestion improves ancient DNA recovery from bones,252,235719792,80643089,,,,COD028_SD,,,
ERR1659880,WGS,PRJEB15516,SAMEA4465537,UNIVERSITY OF OSLO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-29,2018-11-16,ERX1730198,Illumina HiSeq 2500,COD028_DD,PAIRED,RANDOM,GENOMIC,Gadus morhua,ILLUMINA,2016-10-01T00:00:00Z,SAMEA4465537,ERP017326,11COD028_DD,ERC000011,CEES,2016-09-29T17:01:48Z,2016-09-26T14:02:27Z,public,ERS1364716,ERS1364716,Combining bleach and mild pre-digestion improves ancient DNA recovery from bones,252,8777651652,3509276233,,,,COD028_DD,,,
ERR1659882,WGS,PRJEB15516,SAMEA4465539,UNIVERSITY OF OSLO,public,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-29,2018-11-16,ERX1730200,Illumina HiSeq 2500,COD029_BLESD,PAIRED,RANDOM,GENOMIC,Gadus morhua,ILLUMINA,2016-10-01T00:00:00Z,SAMEA4465539,ERP017326,13COD029_BLESD,ERC000011,CEES,2016-09-29T17:01:48Z,2016-09-26T14:02:27Z,public,ERS1364718,ERS1364718,Combining bleach and mild pre-digestion improves ancient DNA recovery from bones,252,397416852,137735424,,,,COD029_BLESD,,,
ERR1659887,WGS,PRJEB15516,SAMEA4465544,UNIVERSITY OF OSLO,public,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-29,2018-11-16,ERX1730205,Illumina HiSeq 2500,COD029_DD,PAIRED,RANDOM,GENOMIC,Gadus morhua,ILLUMINA,2016-10-01T00:00:00Z,SAMEA4465544,ERP017326,18COD029_DD,ERC000011,CEES,2016-09-29T17:01:48Z,2016-09-26T14:02:27Z,public,ERS1364723,ERS1364723,Combining bleach and mild pre-digestion improves ancient DNA recovery from bones,252,321042960,110856134,,,,COD029_DD,,,
ERR1659888,WGS,PRJEB15516,SAMEA4465545,UNIVERSITY OF OSLO,public,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-29,2018-11-16,ERX1730206,Illumina HiSeq 2500,COD030_BLESD,PAIRED,RANDOM,GENOMIC,Gadus morhua,ILLUMINA,2016-10-01T00:00:00Z,SAMEA4465545,ERP017326,19COD030_BLESD,ERC000011,CEES,2016-09-29T17:01:48Z,2016-09-26T14:02:27Z,public,ERS1364724,ERS1364724,Combining bleach and mild pre-digestion improves ancient DNA recovery from bones,252,985890024,335390466,,,,COD030_BLESD,,,
ERR1659889,WGS,PRJEB15516,SAMEA4465546,UNIVERSITY OF OSLO,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-29,2018-11-16,ERX1730207,Illumina HiSeq 2500,COD030_BLEDD,PAIRED,RANDOM,GENOMIC,Gadus morhua,ILLUMINA,2016-10-01T00:00:00Z,SAMEA4465546,ERP017326,20COD030_BLEDD,ERC000011,CEES,2016-09-29T17:01:48Z,2016-09-26T14:02:27Z,public,ERS1364725,ERS1364725,Combining bleach and mild pre-digestion improves ancient DNA recovery from bones,252,2898949536,1160359930,,,,COD030_BLEDD,,,
ERR1659894,WGS,PRJEB15516,SAMEA4465551,UNIVERSITY OF OSLO,public,"contigs,fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2016-09-29,2018-11-16,ERX1730212,Illumina HiSeq 2500,COD034_BLESD,PAIRED,RANDOM,GENOMIC,Gadus morhua,ILLUMINA,2016-10-01T00:00:00Z,SAMEA4465551,ERP017326,25COD034_BLESD,ERC000011,CEES,2016-09-29T17:01:48Z,2016-09-26T14:02:28Z,public,ERS1364730,ERS1364730,Combining bleach and mild pre-digestion improves ancient DNA recovery from bones,252,426545280,146709931,,,,COD034_BLESD,,,
