acc,Alias,Assay Type,BioProject,BioSample,Center Name,Consent,DATASTORE_filetype_ss,DATASTORE_provider_ss,DATASTORE_region_ss,ENA_CHECKLIST,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,sample_acc,Sample Name,sample_name,SRA_accession,SRA Study,title,AvgSpotLen,Bases,Bytes,MBases,MBytes,INSDC_center_alias,Description
ERR1885531,BER06_F,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946029,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER06_F_E16.1_user_GTGTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599683,SAMEA103910515,ERS1599683,ERS1599683,ERP022066,BEREL,101,1320235741,459245606,1320,437,CENTRE FOR GEOGENETICS,
ERR1885532,BER06_F,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946030,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER06_F_E16.2_user_CGTATA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599683,SAMEA103910515,ERS1599683,ERS1599683,ERP022066,BEREL,101,1623163930,562559271,1623,536,CENTRE FOR GEOGENETICS,
ERR1885533,BER06_F,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946031,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER06_F_SCY2.1_user_TGAACA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599683,SAMEA103910515,ERS1599683,ERS1599683,ERP022066,BEREL,101,3191755843,1368156917,3191,1304,CENTRE FOR GEOGENETICS,
ERR1885534,BER06_F,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"sra,fastq","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946032,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER06_F_SCY2.1_user_TGAACA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599683,SAMEA103910515,ERS1599683,ERS1599683,ERP022066,BEREL,101,13298694745,6175797754,13298,5889,CENTRE FOR GEOGENETICS,
ERR1885535,BER06_F,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946033,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER06_F_SCY2.1_user_TGAACA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599683,SAMEA103910515,ERS1599683,ERS1599683,ERP022066,BEREL,101,1661099126,571192739,1661,544,CENTRE FOR GEOGENETICS,
ERR1885536,BER06_F,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946034,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER06_F_SCY2.1_user_TGAACA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599683,SAMEA103910515,ERS1599683,ERS1599683,ERP022066,BEREL,101,3998994000,1756688869,3998,1675,CENTRE FOR GEOGENETICS,
ERR1885537,BER06_F,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946035,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER06_F_SCY2.1_user_TGAACA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599683,SAMEA103910515,ERS1599683,ERS1599683,ERP022066,BEREL,101,8231285678,3842090714,8231,3664,CENTRE FOR GEOGENETICS,
ERR1885538,BER06_F,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946036,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER06_F_SCY2.1_user_TGAACA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599683,SAMEA103910515,ERS1599683,ERS1599683,ERP022066,BEREL,101,8352561024,3760522377,8352,3586,CENTRE FOR GEOGENETICS,
ERR1885539,BER06_F,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946037,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER06_F_SCY2.1_user_TGAACA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599683,SAMEA103910515,ERS1599683,ERS1599683,ERP022066,BEREL,101,8440531115,3829182757,8440,3651,CENTRE FOR GEOGENETICS,
ERR1885540,BER06_F,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946038,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER06_F_SCY2.1_user_TGAACA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599683,SAMEA103910515,ERS1599683,ERS1599683,ERP022066,BEREL,101,15422175103,7311932206,15422,6973,CENTRE FOR GEOGENETICS,
ERR1885541,BER06_F,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946039,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER06_F_SCY2.2_user_CGCTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599683,SAMEA103910515,ERS1599683,ERS1599683,ERP022066,BEREL,101,1204372480,536709161,1204,511,CENTRE FOR GEOGENETICS,
ERR1885542,BER06_F,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946040,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER06_F_SCY2.2_user_CGCTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599683,SAMEA103910515,ERS1599683,ERS1599683,ERP022066,BEREL,101,2526390366,1191382098,2526,1136,CENTRE FOR GEOGENETICS,
ERR1885543,BER06_F,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946041,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER06_F_SCY2.2_user_CGCTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599683,SAMEA103910515,ERS1599683,ERS1599683,ERP022066,BEREL,101,2576549794,1175760526,2576,1121,CENTRE FOR GEOGENETICS,
ERR1885544,BER06_F,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946042,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER06_F_SCY2.2_user_CGCTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599683,SAMEA103910515,ERS1599683,ERS1599683,ERP022066,BEREL,101,3782440708,1276142662,3782,1217,CENTRE FOR GEOGENETICS,
ERR1885545,BER06_F,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946043,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER06_F_SCY2.2_user_CGCTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599683,SAMEA103910515,ERS1599683,ERS1599683,ERP022066,BEREL,101,3036824267,1396506249,3036,1331,CENTRE FOR GEOGENETICS,
ERR1885546,BER06_F,WGS,PRJEB19970,SAMEA103910515,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946044,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER06_F_SCY2.2_user_CGCTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599683,SAMEA103910515,ERS1599683,ERS1599683,ERP022066,BEREL,101,5533429026,2655073469,5533,2532,CENTRE FOR GEOGENETICS,
ERR1885547,BER07_G,WGS,PRJEB19970,SAMEA103910516,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946045,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER07_G_E10.Dab2nd_NOuser_TGAGCC,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599684,SAMEA103910516,ERS1599684,ERS1599684,ERP022066,BEREL,94,137240,121373,0,0,CENTRE FOR GEOGENETICS,
ERR1885548,BER07_G,WGS,PRJEB19970,SAMEA103910516,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946046,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER07_G_E17.1_user_CGCTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599684,SAMEA103910516,ERS1599684,ERS1599684,ERP022066,BEREL,101,3171109423,1103036073,3171,1051,CENTRE FOR GEOGENETICS,
ERR1885549,BER07_G,WGS,PRJEB19970,SAMEA103910516,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946047,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER07_G_E17.2_user_GTGTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599684,SAMEA103910516,ERS1599684,ERS1599684,ERP022066,BEREL,101,1815441064,641130554,1815,611,CENTRE FOR GEOGENETICS,
ERR1885550,BER07_G,WGS,PRJEB19970,SAMEA103910516,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946048,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER07_G_SCY1.1_user_CAGCTA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599684,SAMEA103910516,ERS1599684,ERS1599684,ERP022066,BEREL,101,5667583286,2617097020,5667,2495,CENTRE FOR GEOGENETICS,
ERR1885551,BER07_G,WGS,PRJEB19970,SAMEA103910516,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946049,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER07_G_SCY1.1_user_CAGCTA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599684,SAMEA103910516,ERS1599684,ERS1599684,ERP022066,BEREL,101,18958433866,8929111966,18958,8515,CENTRE FOR GEOGENETICS,
ERR1885552,BER07_G,WGS,PRJEB19970,SAMEA103910516,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946050,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER07_G_SCY1.1_user_CAGCTA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599684,SAMEA103910516,ERS1599684,ERS1599684,ERP022066,BEREL,101,1494435996,520097070,1494,496,CENTRE FOR GEOGENETICS,
ERR1885553,BER07_G,WGS,PRJEB19970,SAMEA103910516,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946051,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER07_G_SCY1.2Rmp_user_TGAACA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599684,SAMEA103910516,ERS1599684,ERS1599684,ERP022066,BEREL,101,1437900135,487840377,1437,465,CENTRE FOR GEOGENETICS,
ERR1885554,BER08_H,WGS,PRJEB19970,SAMEA103910517,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946052,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER08_H_E10.Dab2nd_NOuser_ACGTGC,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599685,SAMEA103910517,ERS1599685,ERS1599685,ERP022066,BEREL,94,918075628,632263146,918,602,CENTRE FOR GEOGENETICS,
ERR1885555,BER08_H,WGS,PRJEB19970,SAMEA103910517,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946053,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER08_H_E17.1_user_TGAACA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599685,SAMEA103910517,ERS1599685,ERS1599685,ERP022066,BEREL,101,2652864384,920075401,2652,877,CENTRE FOR GEOGENETICS,
ERR1885556,BER08_H,WGS,PRJEB19970,SAMEA103910517,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946054,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER08_H_E17.2RmpB_user_CGCTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599685,SAMEA103910517,ERS1599685,ERS1599685,ERP022066,BEREL,101,589576592,208577615,589,198,CENTRE FOR GEOGENETICS,
ERR1885557,BER08_H,WGS,PRJEB19970,SAMEA103910517,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946055,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER08_H_SCY1.1_user_ACATAC,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599685,SAMEA103910517,ERS1599685,ERS1599685,ERP022066,BEREL,101,8656187527,4018809784,8656,3832,CENTRE FOR GEOGENETICS,
ERR1885558,BER08_H,WGS,PRJEB19970,SAMEA103910517,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946056,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER08_H_SCY1.1_user_ACATAC,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599685,SAMEA103910517,ERS1599685,ERS1599685,ERP022066,BEREL,101,28525907528,13520124652,28525,12893,CENTRE FOR GEOGENETICS,
ERR1885559,BER08_H,WGS,PRJEB19970,SAMEA103910517,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946057,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER08_H_SCY1.1_user_ACATAC,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599685,SAMEA103910517,ERS1599685,ERS1599685,ERP022066,BEREL,101,2150966498,753313462,2150,718,CENTRE FOR GEOGENETICS,
ERR1885560,BER08_H,WGS,PRJEB19970,SAMEA103910517,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946058,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER08_H_SCY1.2_user_CAGCTA,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599685,SAMEA103910517,ERS1599685,ERS1599685,ERP022066,BEREL,101,1040320806,357150666,1040,340,CENTRE FOR GEOGENETICS,
ERR1885561,BER09_I,WGS,PRJEB19970,SAMEA103910518,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946059,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER09_I_E12.Dab2nd_NOuser_GTGTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599686,SAMEA103910518,ERS1599686,ERS1599686,ERP022066,BEREL,94,922609154,587595462,922,560,CENTRE FOR GEOGENETICS,
ERR1885562,BER09_I,WGS,PRJEB19970,SAMEA103910518,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946060,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER09_I_E12.Dab2nd_NOuser_GTGTAT,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599686,SAMEA103910518,ERS1599686,ERS1599686,ERP022066,BEREL,126,13395124764,5962201228,13395,5685,CENTRE FOR GEOGENETICS,
ERR1885563,BER09_I,WGS,PRJEB19970,SAMEA103910518,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946061,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER09_I_SCY1.1_user_TGTCTG,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599686,SAMEA103910518,ERS1599686,ERS1599686,ERP022066,BEREL,101,7360319753,3391292602,7360,3234,CENTRE FOR GEOGENETICS,
ERR1885564,BER09_I,WGS,PRJEB19970,SAMEA103910518,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946062,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER09_I_SCY1.1_user_TGTCTG,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599686,SAMEA103910518,ERS1599686,ERS1599686,ERP022066,BEREL,101,13410692433,6683033617,13410,6373,CENTRE FOR GEOGENETICS,
ERR1885565,BER09_I,WGS,PRJEB19970,SAMEA103910518,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946063,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER09_I_SCY1.1_user_TGTCTG,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599686,SAMEA103910518,ERS1599686,ERS1599686,ERP022066,BEREL,101,3019488930,1295982441,3019,1235,CENTRE FOR GEOGENETICS,
ERR1885566,BER09_I,WGS,PRJEB19970,SAMEA103910518,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946064,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER09_I_SCY1.1_user_TGTCTG,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599686,SAMEA103910518,ERS1599686,ERS1599686,ERP022066,BEREL,101,12602429328,5872269237,12602,5600,CENTRE FOR GEOGENETICS,
ERR1885567,BER09_I,WGS,PRJEB19970,SAMEA103910518,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946065,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER09_I_SCY1.1_user_TGTCTG,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599686,SAMEA103910518,ERS1599686,ERS1599686,ERP022066,BEREL,101,2094070572,721362897,2094,687,CENTRE FOR GEOGENETICS,
ERR1885568,BER09_I,WGS,PRJEB19970,SAMEA103910518,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946066,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER09_I_SCY1.1_user_TGTCTG,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599686,SAMEA103910518,ERS1599686,ERS1599686,ERP022066,BEREL,101,6609078824,2996998334,6609,2858,CENTRE FOR GEOGENETICS,
ERR1885569,BER09_I,WGS,PRJEB19970,SAMEA103910518,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946067,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER09_I_SCY1.1_user_TGTCTG,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599686,SAMEA103910518,ERS1599686,ERS1599686,ERP022066,BEREL,101,13136973949,5826440570,13136,5556,CENTRE FOR GEOGENETICS,
ERR1885570,BER09_I,WGS,PRJEB19970,SAMEA103910518,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2017-04-28,2018-11-16,ERX1946068,CENTRE FOR GEOGENETICS,2017-04-28T17:01:34Z,2017-03-13T14:18:18Z,public,Illumina HiSeq 2500,BER09_I_SCY1.2_user_ACATAC,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2017-04-29T00:00:00Z,ERS1599686,SAMEA103910518,ERS1599686,ERS1599686,ERP022066,BEREL,101,6371110199,2939194815,6371,2803,CENTRE FOR GEOGENETICS,
