acc,Alias,Assay Type,BioProject,BioSample,Center Name,Consent,DATASTORE_filetype_ss,DATASTORE_provider_ss,DATASTORE_region_ss,ENA_CHECKLIST,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,sample_acc,Sample Name,sample_name,sex,SRA_accession,SRA Study,title,AvgSpotLen,Bases,Bytes,MBases,MBytes,AssemblyName
ERR1021707,Yak3,WGS,PRJEB10854,SAMEA3542239,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100641,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak3_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849388,SAMEA3542239,ERS849388,female,ERS849388,ERP012152,Yakutian horse,196,3610734344,2340052455,3610,2231,
ERR1021708,Yak3,WGS,PRJEB10854,SAMEA3542239,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100642,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak3_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849388,SAMEA3542239,ERS849388,female,ERS849388,ERP012152,Yakutian horse,196,3527216980,2276227022,3527,2170,
ERR1021709,Yak3,WGS,PRJEB10854,SAMEA3542239,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100643,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak3_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849388,SAMEA3542239,ERS849388,female,ERS849388,ERP012152,Yakutian horse,196,3088784580,1947816559,3088,1857,
ERR1021710,Yak3,WGS,PRJEB10854,SAMEA3542239,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100644,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak3_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849388,SAMEA3542239,ERS849388,female,ERS849388,ERP012152,Yakutian horse,196,2788199372,1730552350,2788,1650,
ERR1021711,Yak3,WGS,PRJEB10854,SAMEA3542239,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100645,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak3_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849388,SAMEA3542239,ERS849388,female,ERS849388,ERP012152,Yakutian horse,196,3342598112,2134101162,3342,2035,
ERR1021712,Yak3,WGS,PRJEB10854,SAMEA3542239,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100646,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2000,Yak3_2,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849388,SAMEA3542239,ERS849388,female,ERS849388,ERP012152,Yakutian horse,196,3078442248,1865911665,3078,1779,
ERR1021713,Yak3,WGS,PRJEB10854,SAMEA3542239,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100647,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak3_2,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849388,SAMEA3542239,ERS849388,female,ERS849388,ERP012152,Yakutian horse,196,2434476996,1408970253,2434,1343,
ERR1021714,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100648,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2000,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849389,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196,1819888028,1130116165,1819,1077,
ERR1021715,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100649,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849389,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196,2162841772,1267563994,2162,1208,
ERR1021716,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100650,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849389,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196,3020759840,1951240693,3020,1860,
ERR1021717,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100651,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849389,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196,3434060336,2377128262,3434,2267,
ERR1021718,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100652,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849389,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196,3399199384,2310389448,3399,2203,
ERR1021719,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100653,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849389,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196,2841459824,1875868642,2841,1788,
ERR1021720,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100654,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849389,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196,3177020448,2106335381,3177,2008,
ERR1021721,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100655,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849389,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196,2783688432,1798210895,2783,1714,
ERR1021722,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100656,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849389,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196,3207791468,2151843002,3207,2052,
ERR1021723,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100657,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849389,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196,2814826560,1826798029,2814,1742,
ERR1021724,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100658,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849389,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196,2968210868,1928456943,2968,1839,
ERR1021725,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100659,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849389,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196,2832140808,1832250093,2832,1747,
ERR1021726,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100660,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849389,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196,2601409216,1645811891,2601,1569,
ERR1021727,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100661,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849389,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196,2371517092,1477088995,2371,1408,
ERR1021728,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100662,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849389,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196,2792019412,1787401307,2792,1704,
ERR1021729,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100663,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2000,Yak4_2,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849389,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196,3135913368,1903801771,3135,1815,
ERR1021730,Yak4,WGS,PRJEB10854,SAMEA3542240,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100664,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak4_2,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849389,SAMEA3542240,ERS849389,male,ERS849389,ERP012152,Yakutian horse,196,2596700120,1504207680,2596,1434,
ERR1021731,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100665,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2000,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849390,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196,1234012080,768082185,1234,732,
ERR1021732,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100666,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849390,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196,1477853132,867459171,1477,827,
ERR1021733,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100667,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849390,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196,3883358780,2510486930,3883,2394,
ERR1021734,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100668,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849390,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196,4427306408,3067510665,4427,2925,
ERR1021735,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100669,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849390,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196,4385776360,2983020998,4385,2844,
ERR1021736,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100670,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849390,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196,3659051480,2417616527,3659,2305,
ERR1021737,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100671,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849390,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196,4091870636,2714787663,4091,2589,
ERR1021738,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100672,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849390,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196,3578872780,2314948271,3578,2207,
ERR1021739,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100673,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849390,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196,4129895028,2772614642,4129,2644,
ERR1021740,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100674,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849390,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196,3618144124,2350644129,3618,2241,
ERR1021741,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100675,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849390,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196,3821837320,2485012016,3821,2369,
ERR1021742,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100676,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849390,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196,3642542204,2359502760,3642,2250,
ERR1021743,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100677,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849390,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196,3357223436,2126293214,3357,2027,
ERR1021744,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100678,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849390,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196,3061506868,1908695755,3061,1820,
ERR1021745,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100679,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849390,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196,3595683896,2303841503,3595,2197,
ERR1021746,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100680,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2000,Yak5_2,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849390,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196,2620378684,1591959545,2620,1518,
ERR1021747,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100681,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_2,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849390,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196,2221080232,1286469047,2221,1226,
ERR1021748,Yak6,WGS,PRJEB10854,SAMEA3542242,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100682,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2000,Yak6_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849391,SAMEA3542242,ERS849391,female,ERS849391,ERP012152,Yakutian horse,196,1735959260,1078710348,1735,1028,
ERR1021749,Yak6,WGS,PRJEB10854,SAMEA3542242,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100683,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak6_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849391,SAMEA3542242,ERS849391,female,ERS849391,ERP012152,Yakutian horse,196,2186989364,1281012395,2186,1221,
ERR1021750,Yak6,WGS,PRJEB10854,SAMEA3542242,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100684,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak6_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849391,SAMEA3542242,ERS849391,female,ERS849391,ERP012152,Yakutian horse,196,4194439788,2710248493,4194,2584,
ERR1021751,Yak6,WGS,PRJEB10854,SAMEA3542242,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100685,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak6_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,ERS849391,SAMEA3542242,ERS849391,female,ERS849391,ERP012152,Yakutian horse,196,4978917832,3448885021,4978,3289,
